NCT_Number,PMID
NCT02919605,[30379814]
NCT02919618,[30586734]
NCT02919683,"[32852531, 35050348, 35803260]"
NCT02919761,"[32185745, 32497440]"
NCT02919917,[38712567]
NCT02919969,[38272561]
NCT02920008,[38231126]
NCT02920021,[31723064]
NCT02920528,[30901130]
NCT02920658,[33831097]
NCT02920684,"[28255448, 29703223]"
NCT02920892,"[37651202, 39483619]"
NCT02921256,"[34196693, 37478389]"
NCT02921269,[33004542]
NCT02921971,[32963047]
NCT02922686,[28836993]
NCT02923258,[39075531]
NCT02923349,[36316061]
NCT02923453,[29478187]
NCT02923531,[33507454]
NCT02923609,[35775390]
NCT02923700,[35103547]
NCT02923882,[39021478]
NCT02923895,[31164116]
NCT02923934,[32729929]
NCT02924376,"[32203698, 32781527, 35176488, 35544727, 36206041, 38838500]"
NCT02924389,[30005011]
NCT02924727,"[34758252, 36082663, 36321459, 37125529, 38418004, 39110471]"
NCT02924883,[33002436]
NCT02925117,"[31786154, 37528500]"
NCT02925494,[32459423]
NCT02925650,"[38562783, 38970127]"
NCT02925663,[35873364]
NCT02926105,"[30642252, 38570773]"
NCT02926183,[37927936]
NCT02926222,[34388515]
NCT02926573,[29710075]
NCT02926625,"[29650505, 29664899]"
NCT02926898,"[31790543, 33540241, 34768178]"
NCT02926989,[33104176]
NCT02927067,"[38036487, 39302855]"
NCT02927145,"[36072606, 36692019]"
NCT02927249,[38683596]
NCT02927301,"[36097216, 38070597]"
NCT02927314,[34671996]
NCT02927431,[31041358]
NCT02927496,[32228663]
NCT02927769,"[36564047, 39745739]"
NCT02927873,[36484484]
NCT02927925,"[33588922, 38233570]"
NCT02927964,[37939259]
NCT02928224,"[35653981, 36410812, 36653241, 39313594]"
NCT02928406,"[30910346, 32399958, 32905959, 33984672, 36627145, 38839505]"
NCT02928523,[34035290]
NCT02929121,[32228663]
NCT02929134,[32228663]
NCT02929147,[30010438]
NCT02929329,"[32035892, 33185990, 34015475, 34643642, 35325102, 36597719, 37831045, 38215932]"
NCT02929563,[28533916]
NCT02929901,[32256270]
NCT02930018,"[32087818, 32116155, 37082967, 38165335, 39648909]"
NCT02930343,[34586472]
NCT02930707,[29149143]
NCT02930837,[32467323]
NCT02930876,[32792420]
NCT02931071,[34485595]
NCT02931539,"[34864943, 37506264, 38071422, 38647051, 39613120]"
NCT02931838,"[30205746, 35025062, 39283417]"
NCT02932267,[31251543]
NCT02932306,"[32886337, 35833564]"
NCT02932332,[33289276]
NCT02932436,"[34939776, 36763159]"
NCT02932475,"[30541506, 38085312]"
NCT02932566,"[31069575, 34385704, 35138474, 35790651, 35861823]"
NCT02933697,"[30206088, 36335915]"
NCT02933788,[35381686]
NCT02934191,[35412873]
NCT02934464,[30922323]
NCT02935192,[32518891]
NCT02935686,[36348617]
NCT02935959,[30032884]
NCT02936037,[33222767]
NCT02936180,[38258270]
NCT02936375,[34380536]
NCT02936843,[39727210]
NCT02937454,"[31883356, 33197395, 37051919, 37382961, 37592272]"
NCT02937584,[32380894]
NCT02937701,[32216829]
NCT02937818,[39017667]
NCT02937974,[30777117]
NCT02938013,[36722133]
NCT02938494,[34459694]
NCT02938520,"[32130806, 33136751, 33794181, 34656207, 35508986, 35986671, 37452174, 37776478, 38147871, 39052748]"
NCT02938975,[34802455]
NCT02939014,[34275403]
NCT02939209,[37833472]
NCT02939300,[34642329]
NCT02939391,[37948832]
NCT02939573,[32345372]
NCT02939651,[32152503]
NCT02939794,[37838604]
NCT02939898,"[34792133, 35356508, 35652260, 37699851]"
NCT02940262,"[30920593, 32808077]"
NCT02940366,[29078817]
NCT02940444,[28523161]
NCT02940548,[32726499]
NCT02940691,[32270056]
NCT02940912,"[35429481, 37635769]"
NCT02940925,[35323856]
NCT02941081,[34972822]
NCT02941185,[28779655]
NCT02941328,[30061431]
NCT02941367,"[30772385, 32302665]"
NCT02941822,[31930374]
NCT02941926,"[34414532, 35212906, 36152144, 36206609, 36267663]"
NCT02942004,"[30177236, 32666402]"
NCT02942017,"[30177236, 32666402]"
NCT02942381,[30922594]
NCT02942407,[36335914]
NCT02942576,[29663464]
NCT02943460,[35934287]
NCT02943590,[37552303]
NCT02943785,"[30172099, 34449183, 37741105, 37848174]"
NCT02943902,"[32857992, 36934731, 38637212]"
NCT02944552,[35567757]
NCT02944734,[28734660]
NCT02944929,[30166290]
NCT02945852,[31523058]
NCT02946047,[34901797]
NCT02946190,[30759183]
NCT02946294,[32765052]
NCT02946385,[34582323]
NCT02946463,"[31949012, 32869125, 33178408, 34526067, 35100459, 36775313, 37804344]"
NCT02946632,[30249630]
NCT02946684,"[34792133, 37699851]"
NCT02947061,[39035725]
NCT02947269,[35639621]
NCT02947724,[31325962]
NCT02947867,[28302155]
NCT02947945,[33548468]
NCT02948309,"[32917288, 38915151]"
NCT02948348,[38834744]
NCT02948777,[37775612]
NCT02948829,[39420169]
NCT02948959,"[34879449, 36958470, 37059696, 38092225, 38272375, 38347908, 38476213, 39016623, 39209068, 39613097]"
NCT02949011,"[32526195, 35585696]"
NCT02949115,[31737860]
NCT02949128,"[33407224, 34169200, 36329366, 39105067, 39468592]"
NCT02949232,[32513294]
NCT02949258,[33425441]
NCT02949362,"[33305440, 38873891]"
NCT02949492,[36087863]
NCT02949700,[37562095]
NCT02949752,[34646440]
NCT02949791,[31262599]
NCT02949830,[39363243]
NCT02949934,[35523943]
NCT02950012,[31719214]
NCT02950051,"[37163621, 37172204, 38620092]"
NCT02950155,[36121672]
NCT02950233,[32104059]
NCT02950883,[35286860]
NCT02951052,"[32130809, 33136751, 34261093, 35508986, 37452174, 37776478, 39052748]"
NCT02951130,[29209510]
NCT02951156,[34687398]
NCT02951429,"[32822614, 37391667]"
NCT02951767,"[30929841, 35877091]"
NCT02952092,"[32493693, 35497806, 38363463]"
NCT02952222,[33009191]
NCT02952534,"[35397664, 37277275]"
NCT02952820,"[32585700, 33576735, 33636648, 35220140, 35254948, 35402894, 37574610, 38748321, 39632341]"
NCT02953041,[28768531]
NCT02953314,[31253540]
NCT02953327,[39423450]
NCT02953509,"[30380386, 39213421, 39293083]"
NCT02953652,[36200417]
NCT02953678,"[29316837, 32043777, 32160294]"
NCT02953821,"[32996096, 33687687, 34478124]"
NCT02954055,[37440239]
NCT02954172,[32010577]
NCT02954354,"[30184455, 31309975, 35585696]"
NCT02954523,[34568058]
NCT02954536,[32487035]
NCT02954848,[31770139]
NCT02954978,"[31841599, 34786477]"
NCT02955355,[39523874]
NCT02955602,[35367282]
NCT02955615,[35973803]
NCT02955797,[33541457]
NCT02955823,[37418685]
NCT02956226,"[33536055, 35884990]"
NCT02956278,[33931953]
NCT02956421,[29174316]
NCT02956486,"[35897078, 38940656]"
NCT02956629,[31108015]
NCT02956746,[34483020]
NCT02956811,"[28835229, 32578850, 38997620]"
NCT02956837,"[31418022, 31951765]"
NCT02957630,[36099501]
NCT02957799,"[28784142, 36862754]"
NCT02958111,[38710996]
NCT02958709,[35291004]
NCT02958787,[28233591]
NCT02958865,"[30113844, 36623678, 37917289, 38141256]"
NCT02958917,"[34109243, 37028940, 38641768]"
NCT02958969,[30873378]
NCT02958982,[33314326]
NCT02959177,"[33408512, 33835383, 34815708, 36266558, 37698836, 38581615]"
NCT02959190,"[33393835, 38581615]"
NCT02959385,[33240993]
NCT02959554,[37758574]
NCT02959606,"[28938905, 36781928]"
NCT02959658,"[34429340, 36586351]"
NCT02959879,[30041614]
NCT02959918,[37069364]
NCT02959996,[29889750]
NCT02960126,[28642210]
NCT02960204,[31870950]
NCT02960230,[32817593]
NCT02960412,[30870291]
NCT02960438,[33178636]
NCT02960711,"[28106245, 28740367, 30794607, 35333878]"
NCT02960763,[36867173]
NCT02960906,"[32620212, 35390339, 37335139]"
NCT02961101,"[33674274, 33820822]"
NCT02961218,[35226723]
NCT02961231,[39602629]
NCT02961257,[37883073]
NCT02961361,[30278495]
NCT02961374,[35636921]
NCT02961426,[33865507]
NCT02961504,"[29134924, 38227308]"
NCT02961608,[37242723]
NCT02961764,[33780567]
NCT02962401,"[33961019, 39499299]"
NCT02962895,[34861168]
NCT02962908,"[28376743, 32150750]"
NCT02962921,[32308680]
NCT02962960,[38279367]
NCT02963493,"[34671975, 37355418]"
NCT02963506,"[32253184, 38977276]"
NCT02963714,[28803502]
NCT02963766,[35658022]
NCT02964091,[30552056]
NCT02964247,[34132018]
NCT02964273,"[34604341, 36719158, 38091246]"
NCT02964416,[37013278]
NCT02964715,[30684076]
NCT02965001,[34857658]
NCT02965092,"[31055613, 35799791]"
NCT02965378,[31195180]
NCT02965456,"[32886337, 35833564]"
NCT02966028,"[31707860, 33835939]"
NCT02966093,[35909569]
NCT02966236,[33630393]
NCT02966314,[35914662]
NCT02966353,[34017073]
NCT02966457,[29755707]
NCT02966795,"[30393106, 35174470]"
NCT02966834,"[36343847, 36852705, 37953500, 38862718]"
NCT02967185,"[28992829, 30195661, 30353817, 31203649]"
NCT02967432,[34023342]
NCT02967653,[30012135]
NCT02967679,[37899433]
NCT02967692,[35728875]
NCT02967939,[35315603]
NCT02968004,"[35405011, 37955005, 38053515, 38717038]"
NCT02968225,"[30287612, 38182792]"
NCT02968368,[34029682]
NCT02968849,"[33761206, 34895272, 35758878, 37355583]"
NCT02969018,"[30113844, 32311398, 36045513]"
NCT02969044,"[36977960, 37917289]"
NCT02969356,[34039905]
NCT02969369,[37273942]
NCT02969382,[32294346]
NCT02969473,[37700348]
NCT02969525,"[32035552, 35789257]"
NCT02969590,[29457758]
NCT02969655,[32723804]
NCT02969681,[31096937]
NCT02969928,[31257591]
NCT02970292,[38264323]
NCT02970305,"[34861170, 38264323]"
NCT02970552,[28729911]
NCT02970669,[32978755]
NCT02970942,"[33039693, 33185364, 37328931, 38058795, 38112484, 39609879]"
NCT02970968,[32693185]
NCT02970981,[36450385]
NCT02971254,[34535086]
NCT02971306,[29391265]
NCT02971384,[33832544]
NCT02971683,[39609094]
NCT02972294,"[33455926, 37524101]"
NCT02972333,[32817079]
NCT02972554,[34747583]
NCT02972593,[38154083]
NCT02972632,[34895181]
NCT02972658,[29181490]
NCT02972957,"[31235405, 34881370, 37246259]"
NCT02972983,"[29843781, 32667982]"
NCT02973048,[34101713]
NCT02973087,"[35439298, 36861346]"
NCT02973321,[31679129]
NCT02973477,[34024686]
NCT02973542,[28720615]
NCT02973672,[29361435]
NCT02974010,[37573534]
NCT02974153,"[32209650, 33023473, 33079313, 33314079, 33781209, 34551130, 34823467, 35130836, 35131090, 35189811, 35302389, 35332807, 35436857, 36068494, 36284281, 37378754, 39666143]"
NCT02974348,[32188442]
NCT02974426,[39634198]
NCT02974647,[34653242]
NCT02974855,[35999026]
NCT02974868,"[30113844, 34863853, 35000236, 36045513, 36277481, 37917289, 38263353, 39445776]"
NCT02974933,[35282037]
NCT02975336,[36418156]
NCT02975349,"[31075187, 36126241, 36418156, 37626477, 38335474]"
NCT02976051,[31805799]
NCT02976805,"[31289092, 34256147]"
NCT02976909,"[34319435, 37919448]"
NCT02977052,"[31160251, 33558721, 35661157, 36989829, 37606856, 37957378]"
NCT02978040,"[32096064, 32795098]"
NCT02978222,[39068739]
NCT02978326,"[34190962, 38697873]"
NCT02978404,[37025758]
NCT02978716,"[34887261, 37418031]"
NCT02979535,[33992441]
NCT02979548,[33122168]
NCT02979613,[32087795]
NCT02979639,"[30256905, 31157595]"
NCT02979691,"[31036088, 37195667]"
NCT02979899,"[30357394, 35357396]"
NCT02979912,[29978342]
NCT02980003,[35620986]
NCT02980016,[34424730]
NCT02980276,"[36131291, 37786390, 39215812]"
NCT02980562,[27889546]
NCT02980666,[37364133]
NCT02980692,[33985942]
NCT02980705,[37162744]
NCT02980731,[34632935]
NCT02980861,[30380145]
NCT02981108,[34801749]
NCT02981121,[30398039]
NCT02981407,"[37952133, 39206549, 39348705, 39485351]"
NCT02981446,[39051019]
NCT02981472,[38057072]
NCT02981498,[29327075]
NCT02981602,"[34642494, 38796564]"
NCT02981836,"[30616012, 35632416]"
NCT02982161,"[38183526, 38874739, 39316284]"
NCT02982954,"[34784056, 35210307, 36104138]"
NCT02983045,"[32439653, 35643589]"
NCT02983708,[28109298]
NCT02983799,"[35803835, 39695768]"
NCT02984189,[31064379]
NCT02984384,"[31604788, 33762229, 36652352]"
NCT02984982,[29606415]
NCT02984995,[31473943]
NCT02985190,[36737440]
NCT02985320,[30249424]
NCT02985398,"[33740902, 33781209, 35804294]"
NCT02985775,[31067570]
NCT02985879,[33609476]
NCT02985905,[29222649]
NCT02985957,[32916128]
NCT02985983,"[33827787, 36130275]"
NCT02986139,[30915626]
NCT02986321,[32962709]
NCT02986373,"[35931879, 36178584]"
NCT02986854,[31495595]
NCT02987244,"[30209556, 38805037]"
NCT02987270,[32324850]
NCT02987543,"[32343890, 35157830, 35229141, 35598359, 36318705]"
NCT02987972,[32639460]
NCT02988115,[32609313]
NCT02988973,"[34628408, 35462610, 35497806]"
NCT02989194,[30638863]
NCT02989272,[30985540]
NCT02989857,"[32416072, 34554208, 38278871]"
NCT02989922,"[32112738, 35101942]"
NCT02990286,"[32777737, 37230499]"
NCT02990325,[34436569]
NCT02990338,"[29268619, 31735560, 33839618, 34036560, 34521277, 34705283, 34800109, 35151415, 35641409, 36108425, 38299578]"
NCT02990663,"[35210352, 37280022]"
NCT02990845,[39730000]
NCT02991118,"[31714986, 32609313]"
NCT02991209,"[28673265, 34223605, 35701334, 37151105]"
NCT02991599,[28343774]
NCT02991807,[35594551]
NCT02991859,[32484940]
NCT02992197,[31607603]
NCT02992288,[31523892]
NCT02992418,[34117198]
NCT02992457,"[29535545, 32356185]"
NCT02992548,[34078022]
NCT02992886,[38773457]
NCT02992912,[38519913]
NCT02992964,[37126021]
NCT02993094,[30400780]
NCT02993107,[36915184]
NCT02993159,[37870954]
NCT02993198,[39605014]
NCT02993250,[32065330]
NCT02993315,"[30830540, 38395948, 38395969]"
NCT02993406,"[36876740, 37354546, 37929602, 38960508]"
NCT02993653,"[37689018, 38530569]"
NCT02993731,"[30768369, 36969338]"
NCT02993757,[34250977]
NCT02993783,[34108672]
NCT02994784,[37607644]
NCT02994927,"[32088663, 33596356, 35167187, 37979959, 38251577]"
NCT02995005,"[32912268, 32928858]"
NCT02995187,[32250517]
NCT02995707,[29931453]
NCT02995733,"[31923550, 35213105, 37490981, 39578039]"
NCT02996110,[36328377]
NCT02996305,[33443117]
NCT02996409,"[33315586, 33868707, 36083324]"
NCT02996474,[35017151]
NCT02997202,"[39167766, 39775763]"
NCT02997280,[32071418]
NCT02997358,"[34325109, 39231341]"
NCT02997605,[39472058]
NCT02998320,[31804669]
NCT02998476,[33140664]
NCT02998528,"[35403841, 37903504, 38098261]"
NCT02998645,[38335978]
NCT02998697,[36578916]
NCT02998905,[37839434]
NCT02998970,"[31434508, 33454272, 34607574, 37964221, 39198860]"
NCT02999022,"[31470828, 31915160]"
NCT02999178,"[29018526, 31566307, 32145830, 33726766, 34564020, 35241434, 35392908, 35927208, 36894966, 37646126, 37751022]"
NCT02999373,[37997800]
NCT02999633,[35106962]
NCT02999672,[37119523]
NCT02999724,[29564507]
NCT02999815,[35561721]
NCT02999841,[35930018]
NCT03000075,"[31237727, 31667790]"
NCT03000348,[33370348]
NCT03000387,[32600406]
NCT03000452,[34070044]
NCT03000530,"[31483961, 35378149]"
NCT03000855,[37121331]
NCT03001076,"[29910030, 32609313]"
NCT03001310,[37172884]
NCT03001986,[31734699]
NCT03002038,[28831548]
NCT03002220,[35981452]
NCT03003000,[31576162]
NCT03003325,"[33476571, 38320126]"
NCT03003364,[32981857]
NCT03003468,[39670007]
NCT03003533,"[32258217, 34788507]"
NCT03003637,"[34937871, 34957526, 36551718]"
NCT03004417,[31399091]
NCT03004443,[30524702]
NCT03004508,[29357859]
NCT03004521,[28651526]
NCT03004703,"[31673391, 33858620, 37591633, 39247678]"
NCT03004833,"[32352505, 34520052, 34584203]"
NCT03005106,"[34099322, 35941023]"
NCT03005288,[33439265]
NCT03005327,[32870250]
NCT03005873,[35189943]
NCT03006081,[33077475]
NCT03006393,[30524702]
NCT03006432,[29409778]
NCT03006445,[31875931]
NCT03006562,[32654363]
NCT03006575,[35905860]
NCT03006770,"[30686676, 38294084]"
NCT03006952,[29753374]
NCT03007979,[36693175]
NCT03007992,[33743073]
NCT03008057,[31405646]
NCT03008070,"[33038502, 34670042, 38730247]"
NCT03008083,[31852711]
NCT03008590,[37045708]
NCT03008941,[33602945]
NCT03009019,[34447267]
NCT03009136,[28963290]
NCT03009526,[34216212]
NCT03009916,[39131668]
NCT03010631,[33834354]
NCT03011372,[37934000]
NCT03011528,[39379569]
NCT03011632,[36848113]
NCT03011684,[34312774]
NCT03011892,"[31629805, 33982267]"
NCT03012061,"[32532275, 37385337]"
NCT03012113,"[36371986, 39641307]"
NCT03012386,[39503770]
NCT03012529,[31914940]
NCT03012581,"[36335780, 37067554]"
NCT03012620,[37429302]
NCT03012750,[29305093]
NCT03013010,"[30373600, 31221115]"
NCT03013127,[33580363]
NCT03013335,"[31194611, 32376136, 33959132, 35977881, 37813745, 38382153]"
NCT03013400,[32909076]
NCT03013491,"[34301808, 34301809]"
NCT03013504,"[35238873, 36721174]"
NCT03013543,[36961653]
NCT03013556,[34228855]
NCT03014102,[34505019]
NCT03014167,"[29346377, 33137100, 33930024, 33979325, 34226233, 34281614, 34403424, 35701056, 35803632, 36461087, 36897877, 36917597, 37036890, 37899143, 38175837, 38319937, 39242171, 39380086]"
NCT03014479,[31214997]
NCT03014622,[31791824]
NCT03014635,[31791824]
NCT03015129,"[34103352, 36493574]"
NCT03015220,"[32998732, 33460016]"
NCT03015909,[31908426]
NCT03016026,[33607765]
NCT03016143,[32048890]
NCT03016312,[35013615]
NCT03016325,[33248986]
NCT03016338,[36922497]
NCT03016780,[31272391]
NCT03016858,"[32395294, 33785209]"
NCT03017235,"[31205487, 32095161, 32313553, 34262611]"
NCT03017352,[29950475]
NCT03018028,[32998732]
NCT03018340,"[31556975, 33264819]"
NCT03018405,[29133316]
NCT03018535,"[31806605, 33649098]"
NCT03018652,"[30116551, 34887657]"
NCT03018730,[37865771]
NCT03018834,[37640625]
NCT03018938,[33616875]
NCT03019185,"[33789284, 36411058]"
NCT03019198,[31814452]
NCT03019588,[34878659]
NCT03019783,[29023508]
NCT03019939,[32236406]
NCT03020095,[29346834]
NCT03020160,"[31003963, 33512413, 35939785, 38783987, 39692401]"
NCT03020199,"[29633373, 36606536]"
NCT03020303,"[30904064, 34098039]"
NCT03020329,[37691885]
NCT03020745,"[35714812, 38796564]"
NCT03020992,"[32371433, 33854572]"
NCT03021018,[32417382]
NCT03021187,"[32998732, 33660198]"
NCT03021499,[31066646]
NCT03021876,[31599019]
NCT03021993,[34755137]
NCT03022045,"[31667790, 36514850]"
NCT03022201,[29705555]
NCT03022370,"[28427380, 29624612, 29659595, 30281677, 31784410, 32424011, 35487735]"
NCT03023111,"[32894278, 33253864]"
NCT03023189,[30099397]
NCT03023878,[35503708]
NCT03024489,[37982827]
NCT03024879,[29635488]
NCT03024996,"[33526329, 33742979, 36099926, 38955577]"
NCT03025308,"[34740884, 35365828, 35920102, 36205910, 37747626, 38782549, 39455065, 39506562]"
NCT03025750,[32273184]
NCT03025880,[36463104]
NCT03026140,"[30703787, 32251400, 38838311, 39278994]"
NCT03026426,"[33546709, 33974019, 34643538, 36107482, 38345934]"
NCT03026504,[35190385]
NCT03026777,[31585796]
NCT03026790,"[36384218, 39652356]"
NCT03026933,[29223557]
NCT03026946,[29997136]
NCT03027375,[29017565]
NCT03027557,[32333877]
NCT03027661,[30528725]
NCT03028701,[31332649]
NCT03028740,"[31881392, 37061109]"
NCT03029143,[37951560]
NCT03029169,"[31481571, 38372622, 38759581]"
NCT03029208,[35377393]
NCT03029598,[34531249]
NCT03030131,[36270733]
NCT03030222,[33550815]
NCT03030235,"[34711976, 37203441, 37869881, 38639697, 39421941]"
NCT03030599,"[33184650, 35635687, 36947322]"
NCT03031184,"[34688369, 37929672]"
NCT03031782,[35961761]
NCT03032172,"[36780114, 37148485, 38733387]"
NCT03032354,"[29025837, 33771763]"
NCT03032380,"[33058798, 35025025, 35184255]"
NCT03032419,[31703934]
NCT03033121,[28634491]
NCT03033225,[33647286]
NCT03033446,[34695377]
NCT03033511,[29290251]
NCT03033576,[37592104]
NCT03033732,"[29627621, 36519188, 37697811, 38009933, 38506171, 38580298, 38721650]"
NCT03033745,"[33025378, 33409867]"
NCT03033836,[36662723]
NCT03034018,[35022783]
NCT03034096,[36631831]
NCT03034200,[35022321]
NCT03034772,[32239190]
NCT03034915,"[32462979, 33092591]"
