NCT_Number,PMID
NCT01568866,"[26671818, 28306371, 30610657]"
NCT01568892,[25321146]
NCT01569074,[33254235]
NCT01569113,[25994664]
NCT01569243,[28438728]
NCT01569295,[31729982]
NCT01569412,[27387446]
NCT01569451,[30635477]
NCT01569464,[26569149]
NCT01569581,"[24571755, 26381232, 26837471]"
NCT01569685,"[23663588, 27825327]"
NCT01570036,[32071118]
NCT01570387,[27381904]
NCT01570504,[31558376]
NCT01570777,"[25631070, 27576780, 28115517, 29018027]"
NCT01570868,[26436130]
NCT01570985,"[27229470, 28865441]"
NCT01571219,[27130908]
NCT01571284,[31221542]
NCT01571297,"[27055601, 32301137]"
NCT01571362,"[29041942, 31849032]"
NCT01571583,[27236150]
NCT01571635,[30337358]
NCT01571674,"[27477473, 28257617]"
NCT01572025,[25296654]
NCT01572038,[30796821]
NCT01572337,[39753402]
NCT01572480,"[34529025, 38652812]"
NCT01572623,[23490041]
NCT01572727,[30577988]
NCT01572792,[28340861]
NCT01572909,[27392509]
NCT01573143,"[27144849, 30166295]"
NCT01573351,[25703086]
NCT01573442,[32372176]
NCT01573624,"[25452139, 26174114]"
NCT01573637,"[26591005, 30167782]"
NCT01573754,[22985607]
NCT01573767,[27044326]
NCT01574326,[28900759]
NCT01574430,[25555191]
NCT01574703,[29630702]
NCT01575054,[29330071]
NCT01575145,"[30078410, 31791307]"
NCT01575639,[25048310]
NCT01575769,[29654485]
NCT01575834,"[27641143, 29750828, 31168657, 32590049, 34547521, 34633116, 36173415, 38573517]"
NCT01575873,[29631782]
NCT01576354,"[26762672, 28148629, 30171655, 32500374, 35487034]"
NCT01576484,[27886619]
NCT01576705,"[31281181, 34863019]"
NCT01576718,[27937064]
NCT01576731,[26994089]
NCT01576783,"[30357263, 30579584, 31538590]"
NCT01576796,"[30352608, 30419929]"
NCT01577082,[27938358]
NCT01577095,[23983807]
NCT01577472,[33367742]
NCT01577862,[23616495]
NCT01577940,[24106815]
NCT01578200,[34003226]
NCT01578499,"[32502876, 33794441, 34507350]"
NCT01578551,[29487223]
NCT01578668,[29147576]
NCT01578707,"[24881631, 26182309, 29470582, 30277101, 31196847, 31512258]"
NCT01578837,[34803424]
NCT01578850,"[28597306, 30200078, 31277720]"
NCT01579071,[26142555]
NCT01579175,[25147092]
NCT01579409,[31802880]
NCT01579474,[27153246]
NCT01579708,"[23855415, 24359285, 26429075]"
NCT01579812,[32369446]
NCT01579838,[27568864]
NCT01580007,"[23590701, 26394045, 29973153]"
NCT01580293,[35390452]
NCT01580345,[30077178]
NCT01580735,[27843623]
NCT01580839,"[30523735, 31067369]"
NCT01581073,"[26081567, 32245781, 37289335]"
NCT01581203,"[25078304, 26683763]"
NCT01581281,[27788026]
NCT01581476,"[29091568, 38124088]"
NCT01581840,[37315583]
NCT01581853,[25394093]
NCT01582009,[31654285]
NCT01582165,[30790446]
NCT01582269,[26902851]
NCT01582451,"[28587667, 29167192, 36542287]"
NCT01582503,[26993628]
NCT01582698,[28545923]
NCT01582711,"[29114781, 29393655, 36815322]"
NCT01582776,"[30068505, 31296423, 34936697]"
NCT01582854,[28432265]
NCT01583218,"[27232649, 27881569, 28617144, 28698258, 29188425, 29212126, 30252149, 30419597, 30778649, 31215264, 36566304]"
NCT01583322,"[32209570, 32712155, 33221969, 36706645, 38669064, 39671779]"
NCT01583361,"[37222716, 38589926]"
NCT01583374,[33589554]
NCT01583426,"[26869049, 34252375, 37014668, 38837894]"
NCT01583543,[25374341]
NCT01583881,[23883653]
NCT01583959,[26063325]
NCT01584232,"[28606095, 29357718]"
NCT01584297,[36708371]
NCT01584388,[25667206]
NCT01584440,[26393847]
NCT01584453,"[23550096, 25512434, 27683405]"
NCT01584557,[28302292]
NCT01584648,"[25265492, 25794603, 26037941, 28475671, 28648698, 34225229]"
NCT01584830,"[25981818, 31900959, 34285574]"
NCT01585025,[25329562]
NCT01585038,[26169561]
NCT01585077,[24963662]
NCT01585155,[31607268]
NCT01585298,[28100182]
NCT01585493,[26001844]
NCT01585935,"[29269199, 31030946, 32590001, 36257349]"
NCT01586143,[26000668]
NCT01586312,[28894792]
NCT01586442,[30097164]
NCT01586923,[26637812]
NCT01587079,[27817811]
NCT01587196,[32379516]
NCT01587274,[26501533]
NCT01587430,[25314773]
NCT01587534,[27618657]
NCT01587755,[28301043]
NCT01588184,[34498344]
NCT01588496,[25282520]
NCT01588990,"[23497305, 32142532]"
NCT01589302,"[26182309, 28714866]"
NCT01589367,[24612502]
NCT01589432,[26035253]
NCT01589497,[33834177]
NCT01589653,[28523482]
NCT01589809,[24794816]
NCT01589861,[28950146]
NCT01590160,[32669375]
NCT01590342,[29247809]
NCT01590355,"[23514246, 31416685, 34995124]"
NCT01590433,[34867786]
NCT01590628,[33560399]
NCT01590719,[27401892]
NCT01590771,[27502307]
NCT01590888,[25467848]
NCT01590966,[27403334]
NCT01591005,"[25511816, 26417059]"
NCT01591018,[27196464]
NCT01591083,"[24658598, 28751088, 31222633]"
NCT01591135,"[28270162, 29482649]"
NCT01591447,[26089222]
NCT01591460,[27228998]
NCT01591577,[28669012]
NCT01591733,"[29800971, 36749873]"
NCT01591863,[28575523]
NCT01592240,[25784512]
NCT01592370,[25482239]
NCT01592695,[27535024]
NCT01592851,[27093773]
NCT01592994,[24795094]
NCT01593241,[36228644]
NCT01593254,"[32265500, 38695123]"
NCT01593306,[26904570]
NCT01593410,[23782711]
NCT01593722,[28329346]
NCT01593774,[24607293]
NCT01593943,"[26897656, 27167981, 30180845]"
NCT01593969,[25902844]
NCT01593995,[26041481]
NCT01594333,"[23895801, 30415610, 32066146, 32221587, 34144603, 35606100, 36908662]"
NCT01594450,[23782773]
NCT01594749,"[26449391, 29808377, 32988373]"
NCT01594762,[36781451]
NCT01594827,[24925006]
NCT01594931,[23433102]
NCT01594970,[25519810]
NCT01595347,"[24152576, 25886152, 28922519]"
NCT01595438,"[27313268, 29912399, 32602065, 34374952, 37700689]"
NCT01595516,[29122812]
NCT01595529,[37358858]
NCT01595581,"[25481088, 28840147]"
NCT01595594,[26710892]
NCT01595685,[28103819]
NCT01595776,[26526721]
NCT01595789,"[25031198, 27455835, 33413428]"
NCT01595893,[26911519]
NCT01595932,[24063420]
NCT01595958,"[27433815, 34116828, 38336284]"
NCT01596062,[26369526]
NCT01596114,"[27890936, 29735299]"
NCT01596335,[29386515]
NCT01596621,[33967195]
NCT01596816,[29190707]
NCT01596842,[25636157]
NCT01596894,[29420227]
NCT01596933,[25293388]
NCT01596985,[25392649]
NCT01597245,"[26072109, 26953848, 27299809, 28074446, 29462229, 30465321, 32200512, 32845588, 34047947, 35279805, 37400681, 38521874, 38647975]"
NCT01597414,[29433963]
NCT01597492,[28467293]
NCT01597505,[32747931]
NCT01597518,"[25939067, 26099215, 26394202, 37130044, 37279301]"
NCT01597622,"[34215703, 34915574]"
NCT01597635,[28877748]
NCT01597739,[26233509]
NCT01597778,"[33475736, 37088401]"
NCT01597817,[26618557]
NCT01597908,"[25399551, 26433819, 28648698, 34225229]"
NCT01597934,[32460460]
NCT01597973,[37538951]
NCT01598207,[26283236]
NCT01598311,"[28961905, 32747931]"
NCT01598506,[30290794]
NCT01598623,[39502135]
NCT01598831,"[31104069, 32697484]"
NCT01599325,[36003379]
NCT01599364,"[28093483, 29668978]"
NCT01599637,[29974963]
NCT01599754,[30346481]
NCT01599806,"[27313268, 29912399, 32602065, 34374952, 37700689]"
NCT01599871,[27107490]
NCT01600092,[28141698]
NCT01600235,[31645472]
NCT01600430,[27079965]
NCT01600456,"[37971811, 39418460]"
NCT01600495,[26701166]
NCT01600716,[30030330]
NCT01601028,[27366013]
NCT01601067,[31017639]
NCT01601145,[23644602]
NCT01601704,[26954408]
NCT01601847,"[29800180, 32694857, 35927485]"
NCT01602029,[23782463]
NCT01602185,[24948402]
NCT01602211,"[32781287, 35662590]"
NCT01602315,[37875771]
NCT01602328,"[30139368, 30484934]"
NCT01602510,[35909213]
NCT01602666,[31545689]
NCT01602861,[29724188]
NCT01603082,"[26868683, 28356282]"
NCT01603277,[26739717]
NCT01603407,[35381069]
NCT01603446,"[25993630, 32881886]"
NCT01603459,"[28283596, 32025741, 32131842, 32294561]"
NCT01603563,[26443493]
NCT01603602,[34334431]
NCT01603628,[34957954]
NCT01603680,[32165554]
NCT01604005,[26817643]
NCT01604213,[28532406]
NCT01604239,[27196293]
NCT01604343,[28855173]
NCT01604408,[26516121]
NCT01604629,[30621746]
NCT01604772,[37947157]
NCT01604824,"[26374825, 31767518, 31932084]"
NCT01604850,"[23607593, 25040192, 25583164]"
NCT01604889,[30894212]
NCT01605136,[26132941]
NCT01605227,[29272162]
NCT01605279,[26116470]
NCT01605396,[28681171]
NCT01605760,[28668244]
NCT01605825,[23652269]
NCT01605903,[30946442]
NCT01606007,"[30304106, 31364269]"
NCT01606072,[26306290]
NCT01606098,"[25277170, 34613339, 38852675]"
NCT01606215,[31072380]
NCT01606319,[27532828]
NCT01606384,[23146246]
NCT01606761,[28215362]
NCT01607307,"[26747224, 30333892]"
NCT01607541,[25958200]
NCT01607749,[28318759]
NCT01607918,[26338825]
NCT01607957,"[25970050, 27443414, 29274618, 31912801]"
NCT01608347,[28114846]
NCT01608360,[27379388]
NCT01608516,[28523582]
NCT01608802,"[23130740, 25187211, 26423375, 29316883]"
NCT01608841,[26046796]
NCT01609010,[25686644]
NCT01609062,[29159458]
NCT01609140,[28343601]
NCT01609153,[35276079]
NCT01609257,"[25210140, 25444793]"
NCT01609309,"[31135850, 31630485, 34668963, 35859928, 36250322]"
NCT01609387,[31776782]
NCT01609504,[22864880]
NCT01609543,[29801465]
NCT01609647,"[23448344, 27517654]"
NCT01609933,[30858739]
NCT01610180,[31570488]
NCT01610206,[32247603]
NCT01610284,"[28576675, 30241001]"
NCT01610401,[24755906]
NCT01610414,"[31287523, 31394276, 34406911, 35005428, 36066965, 36322332, 37166199, 38662318]"
NCT01610869,[33077258]
NCT01611090,"[26655421, 31044267, 32762271]"
NCT01611194,"[28768070, 28768069, 28768075, 28768071, 28768072, 30098189, 31282447, 31394600, 31394596, 31394598, 31394601, 31394603, 31394602]"
NCT01611727,[22817698]
NCT01611766,[38824243]
NCT01611883,[25929253]
NCT01611935,[31461138]
NCT01611974,"[23870704, 30329038, 32726419, 38071422]"
NCT01612000,[28089141]
NCT01612260,[28685712]
NCT01612286,[25198661]
NCT01612312,"[23782681, 25212646, 29454776, 31278521, 31329854, 31526253, 32030497, 33083869, 35851282, 36268539, 37046343]"
NCT01612468,"[25838513, 26656289]"
NCT01612871,[31297647]
NCT01613079,"[24733191, 29636089]"
NCT01613235,"[23692645, 29158449, 36042527]"
NCT01613300,[38167647]
NCT01613365,[29671041]
NCT01613560,[35917052]
NCT01613612,"[25315149, 32678055]"
NCT01613664,[30080735]
NCT01614041,"[35968511, 36842964]"
NCT01614457,[26070913]
NCT01614691,[26272281]
NCT01614821,[25853747]
NCT01614951,"[23363494, 25539792, 27651908, 30879046]"
NCT01614964,[28916443]
NCT01615029,[27531679]
NCT01615120,[24968970]
NCT01615380,[22898118]
NCT01616056,[26189353]
NCT01616069,[26655803]
NCT01616667,"[25345483, 27721093]"
NCT01616732,"[27716209, 33864607]"
NCT01616849,[30689735]
NCT01616927,"[30422235, 31022403, 33779943]"
NCT01617044,[30732996]
NCT01617096,"[26900902, 30218318, 33713213, 33892693, 38099506]"
NCT01617148,[24836866]
NCT01617343,[24923723]
NCT01617655,"[24842558, 27618825, 27777279, 28153102, 28964736]"
NCT01617733,[29313180]
NCT01617824,[28183314]
NCT01617967,[26338094]
NCT01618136,[32523090]
NCT01618162,[28332144]
NCT01618305,[32386720]
NCT01618370,"[27473888, 30612558]"
NCT01618565,[22996098]
NCT01618656,[30528676]
NCT01618695,"[29250772, 31944276, 31954998, 37867420]"
NCT01618968,[24728329]
NCT01619059,[29802530]
NCT01619085,[30224318]
NCT01619111,[38175595]
NCT01619163,[24293578]
NCT01619423,[29140155]
NCT01619462,"[29299402, 30184183, 34024658, 34447389, 37479616]"
NCT01619774,[27124486]
NCT01619878,[25886021]
NCT01619891,[27058906]
NCT01619969,"[24877997, 27509020]"
NCT01620255,"[28527704, 30901380, 37616127]"
NCT01620489,[29729957]
NCT01620528,"[28525302, 29476499, 31227284, 31654294, 32769633, 33066973, 33108543, 33564263, 34134684, 34878624]"
NCT01620710,[23114055]
NCT01620814,[25712577]
NCT01620970,[24566706]
NCT01621204,[30685874]
NCT01621243,[32361265]
NCT01621373,[27597733]
NCT01621568,[25592632]
NCT01621659,"[27629548, 37969640, 38939428]"
NCT01621802,[30785357]
NCT01621867,[26149841]
NCT01621880,"[29885994, 38829437, 39216726]"
NCT01622023,[24549212]
NCT01622062,"[30890382, 32280042]"
NCT01622205,"[23800106, 31706292, 32568652, 33167877]"
NCT01622361,"[32460816, 34277393, 34660302]"
NCT01622465,[25873151]
NCT01622543,[29186319]
NCT01622569,[35437059]
NCT01623115,"[24842558, 26330422, 27777279, 28153102, 28964736]"
NCT01623206,[32166534]
NCT01623505,[27233840]
NCT01623557,[25336730]
NCT01624038,[23927461]
NCT01624142,"[28215937, 38545781]"
NCT01624233,"[29462229, 30317671, 30325534, 32910360]"
NCT01624259,[25018121]
NCT01624662,[35437059]
NCT01625026,[31254596]
NCT01625182,[30001923]
NCT01625286,"[30860570, 30860573]"
NCT01625689,"[30481269, 30481272]"
NCT01625871,[23217037]
NCT01625988,"[25127173, 31004075, 32576229]"
NCT01626222,"[29992557, 30515367]"
NCT01626456,"[32841554, 33761928]"
NCT01626495,"[25317870, 27632680, 30178481]"
NCT01626677,[33490296]
NCT01626742,"[26797412, 32943241, 37757502]"
NCT01627223,[28671553]
NCT01627249,"[25692915, 26605836, 27711918, 29392288, 31246237, 32722799, 36774994]"
NCT01627340,[27123743]
NCT01627379,[31959339]
NCT01627561,"[29424799, 31469776]"
NCT01627613,[28750677]
NCT01627639,[26836730]
NCT01627665,"[31157746, 31215111, 33369212, 37710085]"
NCT01627678,[28340570]
NCT01627782,"[28086004, 31270774]"
NCT01628029,[31924662]
NCT01628107,[32734207]
NCT01628120,[32734207]
NCT01628393,"[26879276, 30043658]"
NCT01628692,[26453968]
NCT01628731,[25563826]
NCT01629303,[27779312]
NCT01629563,"[25542821, 26477496]"
NCT01629589,[31301919]
NCT01629615,[33138866]
NCT01629667,[28787186]
NCT01629966,"[25891440, 27382289, 27486544]"
NCT01630018,[32994466]
NCT01630083,"[30546962, 31087075]"
NCT01630278,[33307111]
NCT01630720,[23885048]
NCT01631019,[25175787]
NCT01631136,[35051725]
NCT01631149,[23452344]
NCT01631201,[24798277]
NCT01631214,"[28892457, 32445228, 32590049, 34190361, 34547521, 38573517]"
NCT01631266,[28159608]
NCT01631357,[33077722]
NCT01631552,"[25915780, 26541586, 30786188, 32946924, 33741442, 38578394]"
NCT01631565,[38558247]
NCT01631630,[32445052]
NCT01631864,[29180454]
NCT01632007,[25609193]
NCT01632072,[28717811]
NCT01632163,"[28742225, 36809495]"
NCT01632241,"[34164944, 34531304, 38724182, 38775637, 39208825]"
NCT01632345,"[31121013, 31355775]"
NCT01633060,[29223745]
NCT01633112,[32852530]
NCT01633216,"[26093980, 26349548]"
NCT01633294,[23090521]
NCT01633307,[23920107]
NCT01633476,"[26312852, 27450392, 30102389]"
NCT01633580,[24813196]
NCT01634009,[31037340]
NCT01634113,"[29361462, 29605203, 31302579]"
NCT01634139,[31302579]
NCT01634152,[31302579]
NCT01634256,[23497020]
NCT01635218,"[23782520, 25768800, 28325221, 29871025]"
NCT01635439,[30122579]
NCT01635530,[32133487]
NCT01635582,"[23497529, 27623532]"
NCT01635647,"[30540808, 36532031]"
NCT01636206,[27055211]
NCT01636245,"[24108780, 24964084]"
NCT01636570,[29084522]
NCT01636687,"[27573260, 27576559, 31873050, 34110605, 35305260, 37341961]"
NCT01636778,[31258695]
NCT01636947,[27826874]
NCT01637454,[23601499]
NCT01637532,[26216383]
NCT01637558,"[26810651, 31081020, 37988391]"
NCT01638013,"[32164762, 33656739]"
NCT01638234,[26569624]
NCT01638247,[33538790]
NCT01638416,[28952891]
NCT01638520,[38527849]
NCT01638559,[35819312]
NCT01638715,[34792562]
NCT01638910,[29922096]
NCT01639027,"[24299975, 31522581]"
NCT01639040,[25006719]
NCT01639066,"[25800784, 30876946]"
NCT01639092,"[25596179, 30876946]"
NCT01639248,[30071865]
NCT01639339,"[32937045, 36058429, 36302567, 37017254, 37463054]"
NCT01639768,[26417901]
NCT01640054,[33254235]
NCT01640080,"[28086004, 31270774]"
NCT01640119,"[27770799, 31598912]"
NCT01640405,"[32278676, 36944559]"
NCT01640444,"[32278676, 36944559]"
NCT01640574,"[28170391, 30952158, 36534705]"
NCT01640769,[25221334]
NCT01640782,[24728035]
NCT01640808,[38380807]
NCT01640951,"[28580579, 31009130]"
NCT01640964,[28245243]
NCT01641016,[29684092]
NCT01641042,[29576307]
NCT01641107,[34649276]
NCT01641159,[24911028]
NCT01641185,"[24641841, 27084659]"
NCT01641367,[31371262]
NCT01641393,[27013382]
NCT01641640,"[23607594, 25040192]"
NCT01641692,"[25464907, 26174114, 27026339]"
NCT01641809,"[26201299, 32361755, 34652287]"
NCT01641822,[27233377]
NCT01641874,[24450370]
NCT01641939,"[29043411, 30706247, 31721447]"
NCT01642004,"[26028407, 29023213, 29408986, 30215677, 35429903, 36897427]"
NCT01642212,"[27889574, 29902649, 32272243, 36890134, 37718471]"
NCT01642251,[32860331]
NCT01642550,[29325236]
NCT01642602,[28916953]
NCT01642745,[24702886]
NCT01642888,[30248152]
NCT01642914,"[26222318, 33428631]"
NCT01642953,[31930513]
NCT01643083,[28112426]
NCT01643330,"[24622121, 26803443]"
NCT01643395,[37030247]
NCT01643434,"[24338935, 29463627]"
NCT01643902,[29787575]
NCT01644175,"[25240705, 26027630, 27777279, 28153102]"
NCT01644188,"[25240705, 25687353, 27777279, 28153102]"
NCT01644201,[32642971]
NCT01644331,[27654854]
NCT01644474,"[25037695, 27777279, 28153102]"
NCT01644500,"[31183384, 31758850, 32219675, 32277401, 32621083, 32857293]"
NCT01644617,"[27979028, 30323863]"
NCT01644643,"[27107460, 27872067, 29912399, 32602065, 34374952, 37700689]"
NCT01644721,"[29177407, 29523450, 32061387]"
NCT01644825,[25882986]
NCT01644877,[33569576]
NCT01644890,[30745582]
NCT01645124,[23216616]
NCT01645189,[25219292]
NCT01645280,[28087506]
NCT01645306,[35695006]
NCT01645748,[23497365]
NCT01645839,[31637444]
NCT01646021,[26673811]
NCT01646138,"[25416753, 30953061]"
NCT01646177,"[26072109, 26953848, 27299809, 27910156, 28074446, 29462229, 29751001, 30465321, 32845588, 33253833, 34047947, 35279805, 37400681, 38521874, 38647975]"
NCT01646242,[24042189]
NCT01646255,[28827011]
NCT01646268,[27172830]
NCT01646320,[29802530]
NCT01646437,"[33186492, 36604262]"
NCT01646515,[23799908]
NCT01646645,[36951958]
NCT01647269,[25882029]
NCT01647516,"[27144850, 37461957, 39018016]"
NCT01647750,[27766119]
NCT01647828,[31347292]
NCT01647880,[32126977]
NCT01647932,"[26576715, 37540036, 38215973, 38934966]"
NCT01648153,[26930607]
NCT01648322,[38194162]
NCT01648452,[25205868]
NCT01648517,[26811178]
NCT01648582,"[31228090, 31758850, 32277401, 32621083, 32857293, 33161492, 34453682, 34580638]"
NCT01648894,"[24028546, 27432930]"
NCT01649024,[24035405]
NCT01649375,"[26699169, 27582421, 28544533, 29435364, 30388073, 30564451, 31203228, 32352653, 33351179, 33722947, 34618347, 34773130, 35305260, 38273597]"
NCT01649557,[27188270]
NCT01649674,[36569131]
NCT01649869,[38309519]
NCT01649895,[25970252]
NCT01649999,[26672064]
NCT01650038,[25836986]
NCT01650376,[30700568]
NCT01650389,[29028973]
NCT01650428,[26493588]
NCT01650662,[26821623]
NCT01650701,"[30184451, 32673385, 39374535]"
NCT01650805,"[27083332, 34699069]"
NCT01651182,[27765582]
NCT01651780,"[26477635, 27208464]"
NCT01652183,[24653520]
NCT01652599,[24802773]
NCT01652716,[33037036]
NCT01652729,[32306296]
NCT01652820,[23611405]
NCT01653015,[27538259]
NCT01653067,[23799873]
NCT01653262,"[26432008, 27265725]"
NCT01653496,"[27882418, 29789971]"
NCT01653561,"[24292957, 25376790]"
NCT01654224,[25525051]
NCT01654250,[28557548]
NCT01654276,[29622755]
NCT01654289,"[28334685, 29933369]"
NCT01654445,[25677596]
NCT01654666,[28174194]
NCT01654692,"[22894884, 25538176]"
NCT01654731,[29874528]
NCT01655680,"[27319970, 28223265]"
NCT01655706,"[27084692, 30840787, 32349119, 32558407, 33683582, 34416758, 35546043, 37333922, 38128154]"
NCT01655888,[25819643]
NCT01656005,[29025008]
NCT01656135,[32446407]
NCT01656148,"[24852920, 27919481]"
NCT01656200,[28135273]
NCT01656668,[28839984]
NCT01657162,"[28160873, 31411768, 32658264, 32935170, 35434451]"
NCT01657253,[27645318]
NCT01657409,[26824901]
NCT01657500,[25625366]
NCT01658020,[31920016]
NCT01658033,[26186012]
NCT01658124,"[25409738, 31362765, 32563378, 34663491]"
NCT01658228,[30037778]
NCT01658306,[29042490]
NCT01658436,[26851029]
NCT01658579,[28115474]
NCT01658826,[27997653]
NCT01658878,"[28434648, 31176752, 32710922, 33001135, 34051329, 36323435]"
NCT01658943,[27978579]
NCT01659021,"[28257752, 32599655]"
NCT01659060,[23565841]
NCT01659099,"[33211799, 34572728, 37734837]"
NCT01659307,[28082531]
NCT01659437,"[30102705, 32171422]"
NCT01659580,[32714408]
NCT01659619,[24380989]
NCT01659658,"[28550039, 34168284, 36708469]"
NCT01659723,[31537473]
NCT01659866,[28592230]
NCT01659983,[29946346]
NCT01660126,"[28158982, 28402245, 31664429, 31702015, 32365355, 34093444, 35381390, 37862463]"
NCT01660451,"[28633365, 33560394]"
NCT01660581,[27903568]
NCT01660607,"[31092732, 38091578]"
NCT01660672,[31672143]
NCT01660906,[29556695]
NCT01661101,"[29900874, 34308517]"
NCT01661192,[30236025]
NCT01661270,[30117334]
NCT01661634,"[27862700, 28402745]"
NCT01661972,[31675952]
NCT01661985,[26283670]
NCT01662050,[37171620]
NCT01662063,[27747585]
NCT01662323,[26446696]
NCT01662414,[27423583]
NCT01662440,"[26005163, 26994987]"
NCT01662752,[28919031]
NCT01662869,[27918764]
NCT01662895,[38979830]
NCT01662908,[27165711]
NCT01663116,[27269294]
NCT01663402,"[30403574, 30898609, 31117810, 31466614, 31475572, 31707788, 31707826, 31948641, 32223446, 32381160, 33438437, 34325831, 35296402, 35644332, 35708715, 35770629, 36879424, 37328736, 37632469, 37954898, 38960812, 39232634, 39239905, 39687787]"
NCT01663532,"[25188501, 31296992]"
NCT01663727,"[27817944, 28158579]"
NCT01663857,[31791552]
NCT01664156,[24354675]
NCT01664507,[30878411]
NCT01664637,[23848826]
NCT01664663,[30032828]
NCT01664923,"[30189902, 34621011]"
NCT01664975,"[28597542, 32550864]"
NCT01665092,[30646314]
NCT01665144,"[29576505, 33328324, 33791945, 35261318, 35379762, 35380078, 35639197, 35958354]"
NCT01665391,[29270487]
NCT01665690,[25590331]
NCT01665794,[36763537]
NCT01665807,[26529074]
NCT01666119,[25823919]
NCT01666366,[27406988]
NCT01666782,[26721330]
NCT01667133,"[28444644, 34699069]"
NCT01667302,[32519518]
NCT01667341,[28329211]
NCT01667406,"[25036713, 28854728, 29206944]"
NCT01667419,"[31704549, 31912791]"
NCT01667614,[24009294]
NCT01667679,"[25941016, 28497569, 28880380, 31062349]"
NCT01667731,"[25038354, 25583164, 26743093]"
NCT01668485,[24305963]
NCT01668641,[34740884]
NCT01668719,[39321347]
NCT01668784,"[26406148, 27283863, 28262413, 28410865, 29719414, 30215677, 31272883, 31829287, 32673417, 33428174]"
NCT01668797,[30306884]
NCT01668927,[23376004]
NCT01669096,[29632533]
NCT01669174,[30095981]
NCT01669226,"[31383985, 36485070]"
NCT01669252,[34099718]
NCT01669434,[30261084]
NCT01669499,[24885354]
NCT01669928,[30354703]
NCT01669941,[26429700]
NCT01669980,[27078119]
NCT01670110,[32843370]
NCT01670149,[27558181]
NCT01670409,[37078004]
NCT01670552,[30233140]
NCT01670656,[30439359]
NCT01670877,"[32923853, 35181666]"
NCT01670981,[27059887]
NCT01671449,[32596783]
NCT01671670,[23901030]
NCT01672476,[25092393]
NCT01672853,[38967589]
NCT01672866,"[29990488, 33307033]"
NCT01672879,"[29990488, 33307033]"
NCT01673009,[23099009]
NCT01673594,"[28640990, 29617066]"
NCT01673854,[27532019]
NCT01673867,"[26412456, 29023213, 29408986, 30103096, 30215677, 35429903, 36897427, 37264091]"
NCT01674309,[30343254]
NCT01674595,[26213608]
NCT01674647,[25182247]
NCT01674725,[24818763]
NCT01674933,[26681191]
NCT01675076,[31610718]
NCT01675219,"[31177305, 35094962]"
NCT01675557,[28506446]
NCT01675661,"[31712969, 34197135]"
NCT01675882,[29136445]
NCT01675999,[26156156]
NCT01676116,[27943107]
NCT01676220,"[29106816, 29370218]"
NCT01676935,[27756421]
NCT01676987,[22964926]
NCT01677208,[26654631]
NCT01677299,[27216492]
NCT01677351,[25276415]
NCT01677507,[29226268]
NCT01677741,"[31506385, 36884302]"
NCT01677754,"[28550255, 36588335]"
NCT01677858,[27207788]
NCT01677897,[30686756]
NCT01677910,"[28959913, 29724499, 30477789, 31655936, 32146619, 32157590, 34598813]"
NCT01678599,"[29176887, 30509941]"
NCT01678755,[28922590]
NCT01679912,"[27140403, 31109849]"
NCT01680016,[25692350]
NCT01680094,"[26423811, 26696749, 30830886, 34482353]"
NCT01680107,[32229324]
NCT01680120,[25693137]
NCT01680198,"[25259743, 27113290, 29304245, 29668990, 31863599]"
NCT01680276,"[25927187, 29436314, 29596045, 32019635, 32293383]"
NCT01680341,"[26720250, 29451706, 35044568]"
NCT01680406,[28510573]
NCT01680419,[27678169]
NCT01680874,"[26210512, 28961980]"
NCT01680952,[28810721]
NCT01680965,[34649279]
NCT01681069,[26074990]
NCT01681121,[27166238]
NCT01681212,[26407818]
NCT01681316,"[26489511, 36945217]"
NCT01681576,[27849566]
NCT01681602,"[28615271, 33246408, 36761410, 37730689]"
NCT01681810,[32755471]
NCT01681992,"[30104117, 31299077]"
NCT01682083,"[28891408, 34225229, 36653848]"
NCT01682148,[31061021]
NCT01682356,[26179185]
NCT01682642,[27370359]
NCT01682720,"[24795201, 25583164]"
NCT01682772,"[26510020, 31806540, 38833311]"
NCT01683084,"[26081587, 32845283]"
NCT01683162,[26561301]
NCT01683188,[30053905]
NCT01683253,[30361296]
NCT01683552,[22995650]
NCT01683565,"[29490101, 35644107]"
NCT01684124,[26718090]
NCT01684215,"[26991823, 31127500]"
NCT01684449,[29177953]
NCT01684813,[26717223]
NCT01684878,[27206218]
NCT01684930,"[28974486, 29976553]"
NCT01685008,[29444231]
NCT01685021,[34343354]
NCT01685060,"[27149298, 28369553]"
NCT01685073,[28782982]
NCT01685203,"[25837829, 26170136]"
NCT01685255,[28698009]
NCT01685281,[25295645]
NCT01685294,[38743716]
NCT01685437,[28395998]
NCT01685606,[23782682]
NCT01685684,[28600725]
NCT01685710,[27470183]
NCT01685801,[31784217]
NCT01685827,[29113731]
NCT01686165,[28869931]
NCT01686451,[28521773]
NCT01686594,"[28078669, 30892603]"
NCT01686776,[27846908]
NCT01686802,[29018084]
NCT01687218,[27986684]
NCT01687244,"[28834453, 39406613]"
NCT01687270,[25304641]
NCT01687400,[27959731]
NCT01687413,[25057165]
NCT01687998,"[28514624, 32639518]"
NCT01688037,"[28839341, 29218680, 31234240, 31617235]"
NCT01688466,[32976576]
NCT01688999,"[25427282, 32645282]"
NCT01689129,[26662964]
NCT01689142,[26662838]
NCT01689246,[27863809]
